"Name";"Constituency";"Minister";"Attendance";"Debates";"Questions";"Private Member Bills";"State";"Party";"Nature of membership";"Start of Term";"End of Term";"No. of Term";"Age";"Gender";"Education";"Comment";"Lok Sabha";"Debates (Ls - Matters Under (Rule-377))";"Debates (Special Mention)";"Debates (Government Bills)";"Debates (Motion Of Thanks On The President'S Address)";"Debates (Private Members' Bills)";"Debates (Ls - Short Duration Discussions (Rule-193))";"Debates (Budget (General))";"Debates (Motion Of Thanks On The President�S Address)";"Questions (Development Of North Eastern Region)";"Questions (Law And Justice)";"Questions (Health And Family Welfare)";"Questions (Minority Affairs)";"Questions (Textiles)";"Questions (Railways)";"Questions (Home Affairs)";"Questions (Environment, Forest And Climate Change)";"Questions (Tourism)";"Questions (Culture)";"Questions (Ayush)";"Questions (Ports, Shipping And Waterways)";"Questions (Jal Shakti)";"Questions (Communications)";"Questions (Planning)";"Questions (Agriculture And Farmers Welfare)";"Questions (Finance)";"Questions (Prime Minister)";"Questions (Women And Child Development)";"Questions (Road Transport And Highways)";"Questions (Social Justice And Empowerment)";"Questions (Coal)";"Questions (Parliamentary Affairs)";"Questions (Tribal Affairs)";"Questions (Education)";"Questions (External Affairs)";"Questions (Civil Aviation)";"Questions (Commerce And Industry)";"Questions (Statistics And Programme Implementation)";"Questions (Power)";"Questions (Labour And Employment)";"Questions (Steel)";"Questions (Defence)";"Questions (Consumer Affairs, Food And Public Distribution)";"Questions (Electronics And Information Technology)";"Questions (Rural Development)";"Questions (Panchayati Raj)";"Questions (Information And Broadcasting)";"Questions (Youth Affairs And Sports)";"Questions (Corporate Affairs)";"Questions (Heavy Industries And Public Enterprises)";"Questions (Housing And Urban Affairs)";"Questions (Petroleum And Natural Gas)";"Questions (Skill Development And Entrepreneurship)";"Questions (Micro, Small And Medium Enterprises)";"Questions (Human Resource Development)";"Questions (Shipping)";"Questions (Earth Sciences)";"Questions (Food Processing Industries)";"Questions (Mines)";"Questions (Cooperation)";"Questions (Chemicals And Fertilizers)";"Questions (Fisheries, Animal Husbandry And Dairying)";"Questions (New And Renewable Energy)";"Questions (Science And Technology)";"Questions (Statiscs And Programme Implementation)";"Debates (Others)";"Debates (Discussion)";"Debates (Private Members' Resolutions)";"Debates (Submissions By Members)";"Debates (Statement By Minister)";"Debates (Clarification On The Statement By Minister)";"Debates (Felicitations)";"Questions (Consumer Affairs)";"Questions (Micro)";"Debates (Ls - Half-An-Hour Discussions (Rule-55))";"Questions (Atomic Energy)";"Questions (Heavy Industries)";"Questions (Space)";"Questions (Personnel, Public Grievances And Pensions)"
"Feroze Varun Gandhi";"Pilibhit";"No";"76.67%";"5";"206";"5";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Third Term";"43";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"1";"3";"0";"0";"0";"1";"0";"0";"4";"22";"1";"2";"6";"5";"16";"0";"1";"2";"0";"11";"2";"0";"12";"5";"0";"6";"5";"6";"5";"1";"3";"7";"5";"6";"5";"1";"2";"10";"1";"2";"6";"6";"7";"0";"1";"4";"3";"1";"1";"3";"3";"1";"3";"0";"2";"0";"0";"0";"4";"3";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Francisco Sardinha";"South Goa";"No";"94.67%";"14";"87";"0";"Goa";"Indian National Congress";"Elected";"23-05-2019";"In Office";"Fourth Term";"77";"Male";"Professional Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"8";"1";"0";"0";"2";"3";"0";"1";"3";"6";"1";"0";"1";"3";"4";"5";"0";"0";"4";"3";"2";"0";"3";"4";"1";"0";"2";"3";"2";"0";"1";"3";"3";"1";"0";"0";"2";"0";"1";"1";"1";"0";"4";"0";"0";"1";"1";"0";"5";"1";"0";"1";"3";"1";"2";"0";"0";"0";"3";"1";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"G. Kishan Reddy";"Secunderabad";"Yes";"";"0";"0";"0";"Telangana";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"63";"Male";"Diploma Course";"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"G. Selvam";"Kancheepuram";"No";"82.00%";"18";"436";"1";"Tamil Nadu";"Dravida Munnetra Kazhagam";"Elected";"23-05-2019";"In Office";"First Term";"49";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"1";"10";"1";"1";"0";"1";"4";"0";"0";"10";"43";"0";"31";"15";"10";"7";"10";"10";"11";"0";"3";"5";"0";"26";"10";"1";"13";"13";"7";"11";"0";"2";"20";"1";"8";"24";"0";"0";"9";"0";"3";"5";"2";"14";"0";"5";"6";"2";"0";"22";"12";"5";"22";"4";"1";"1";"10";"2";"0";"1";"8";"3";"7";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"Gaddam Ranjith Reddy";"Chevella";"No";"68.73%";"37";"385";"3";"Telangana";"Bharat Rashtra Samithi";"Elected";"23-05-2019";"In Office";"First Term";"59";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"15";"6";"6";"1";"0";"1";"8";"0";"0";"10";"27";"14";"7";"17";"8";"9";"1";"2";"6";"0";"12";"7";"3";"19";"28";"3";"12";"7";"4";"7";"0";"3";"18";"8";"12";"14";"3";"3";"4";"1";"5";"6";"3";"14";"5";"3";"2";"3";"1";"14";"5";"8";"5";"4";"0";"1";"2";"2";"2";"12";"7";"5";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Gajanan Chandrakant Kirtikar";"Mumbai-North-West";"No";"68.13%";"41";"580";"0";"Maharashtra";"Shiv Sena";"Elected";"23-05-2019";"In Office";"Second Term";"80";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"8";"17";"5";"2";"0";"2";"7";"0";"0";"14";"43";"0";"24";"26";"11";"17";"11";"12";"11";"0";"15";"8";"1";"42";"28";"3";"14";"23";"11";"12";"0";"3";"23";"4";"13";"26";"2";"6";"13";"1";"3";"16";"6";"14";"0";"7";"6";"5";"0";"19";"14";"5";"16";"8";"3";"3";"9";"1";"0";"5";"7";"1";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"Gajendra Umrao Singh Patel";"Khargone";"No";"85.93%";"28";"171";"0";"Madhya Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"48";"Male";"Professional Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"9";"16";"1";"0";"0";"0";"2";"0";"1";"2";"8";"0";"4";"6";"0";"6";"4";"1";"9";"0";"6";"4";"4";"4";"1";"2";"6";"2";"1";"2";"0";"13";"8";"2";"4";"2";"0";"3";"3";"0";"5";"3";"2";"3";"2";"2";"5";"0";"3";"4";"2";"5";"6";"0";"0";"0";"0";"2";"7";"2";"5";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Gajendrasingh Shekhawat";"Jodhpur";"Yes";"";"0";"0";"0";"Rajasthan";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"56";"Male";"Post Graduate";"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Ganesh Singh";"Satna";"No";"84.33%";"90";"186";"5";"Madhya Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Fourth Term";"61";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"24";"35";"8";"6";"0";"1";"15";"0";"0";"2";"13";"0";"2";"9";"4";"9";"3";"1";"15";"1";"5";"5";"1";"5";"6";"4";"3";"10";"5";"2";"0";"4";"4";"0";"6";"5";"0";"1";"4";"0";"5";"4";"1";"5";"3";"1";"8";"3";"3";"6";"0";"2";"2";"3";"0";"0";"1";"0";"0";"1";"5";"3";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"A. Ganeshamurthi";"Erode";"No";"68.93%";"30";"276";"1";"Tamil Nadu";"Dravida Munnetra Kazhagam";"Elected";"23-05-2019";"In Office";"Third Term";"76";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"14";"7";"0";"3";"0";"0";"6";"0";"0";"8";"24";"2";"7";"17";"14";"8";"1";"2";"3";"1";"6";"3";"0";"13";"28";"8";"2";"12";"4";"1";"0";"0";"6";"10";"9";"8";"1";"3";"11";"0";"9";"3";"2";"7";"0";"4";"4";"0";"3";"6";"5";"1";"4";"6";"0";"1";"2";"0";"0";"4";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Gangasandra Siddappa Basavaraj";"Tumkur";"No";"67.27%";"7";"59";"0";"Karnataka";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Fifth Term";"82";"Male";"Professional Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"1";"1";"3";"2";"0";"1";"0";"0";"0";"1";"1";"2";"9";"3";"3";"0";"1";"0";"0";"0";"2";"2";"1";"3";"0";"2";"0";"0";"1";"4";"1";"1";"0";"1";"2";"1";"0";"1";"2";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Gautam Gambhir";"East Delhi";"No";"60.60%";"3";"97";"1";"Delhi";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"42";"Male";"Inter/ Higher Secondary";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"1";"0";"0";"0";"1";"1";"0";"0";"3";"2";"1";"2";"2";"3";"6";"5";"3";"3";"1";"5";"2";"0";"2";"1";"1";"2";"2";"1";"2";"0";"1";"2";"2";"4";"3";"0";"1";"4";"2";"0";"4";"1";"0";"0";"4";"4";"2";"1";"2";"0";"0";"1";"3";"1";"0";"1";"0";"0";"2";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Gautham Sigamani Pon";"Kallakurichi";"No";"91.40%";"53";"379";"2";"Tamil Nadu";"Dravida Munnetra Kazhagam";"Elected";"23-05-2019";"In Office";"First Term";"49";"Male";"Doctorate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"18";"14";"7";"2";"0";"2";"9";"1";"0";"7";"40";"1";"20";"14";"4";"9";"8";"10";"7";"1";"4";"5";"0";"35";"13";"1";"6";"10";"8";"12";"0";"2";"21";"4";"5";"21";"0";"3";"10";"0";"7";"5";"3";"9";"0";"6";"4";"1";"0";"15";"12";"1";"9";"1";"0";"1";"5";"0";"2";"2";"4";"4";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Geeta Kora";"Singhbhum";"No";"73.20%";"14";"279";"0";"Jharkhand";"Indian National Congress";"Elected";"23-05-2019";"In Office";"First Term";"40";"Female";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"3";"10";"0";"0";"0";"1";"0";"0";"0";"0";"27";"0";"1";"12";"5";"9";"7";"4";"14";"0";"11";"8";"4";"10";"3";"0";"17";"9";"7";"4";"0";"4";"6";"0";"5";"6";"0";"4";"13";"0";"0";"11";"9";"9";"4";"2";"2";"1";"0";"10";"6";"4";"4";"1";"0";"1";"10";"0";"0";"5";"2";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Ghanshyam Singh Lodhi";"Rampur";"No";"90.14%";"4";"67";"0";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"26-06-2022";"In Office";"First Term";"";"Male";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"14";"1";"1";"6";"1";"1";"1";"3";"1";"0";"1";"1";"0";"5";"2";"0";"3";"3";"1";"0";"0";"0";"5";"0";"3";"1";"0";"0";"1";"0";"1";"1";"0";"1";"0";"0";"1";"1";"0";"0";"3";"0";"0";"0";"0";"2";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Giridhari Yadav";"Banka";"No";"65.93%";"9";"144";"0";"Bihar";"Janata Dal (United)";"Elected";"23-05-2019";"In Office";"Third Term";"62";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"4";"1";"1";"0";"0";"1";"0";"0";"0";"2";"9";"0";"6";"10";"4";"2";"3";"2";"0";"0";"2";"6";"0";"7";"11";"3";"5";"6";"4";"0";"0";"3";"0";"1";"2";"2";"0";"2";"6";"1";"1";"5";"2";"1";"0";"2";"5";"2";"0";"13";"4";"0";"0";"3";"2";"2";"1";"0";"0";"0";"2";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Giriraj Singh";"Begusarai";"Yes";"";"0";"0";"0";"Bihar";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"71";"Male";"Graduate";"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Girish Bhalchandra Bapat";"Pune";"No";"65.91%";"27";"367";"1";"Maharashtra";"Bharatiya Janata Party";"Elected";"23-05-2019";"29-03-2023";"First Term";"74";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"9";"8";"6";"0";"0";"0";"4";"0";"0";"3";"27";"0";"9";"23";"8";"14";"6";"1";"3";"7";"9";"8";"0";"18";"19";"1";"16";"16";"1";"3";"0";"1";"16";"2";"4";"12";"2";"7";"13";"2";"5";"7";"2";"12";"1";"0";"5";"1";"3";"8";"11";"8";"7";"6";"0";"4";"6";"2";"1";"9";"11";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Girish Chandra";"Nagina";"No";"93.13%";"221";"104";"0";"Uttar Pradesh";"Bahujan Samaj Party";"Elected";"23-05-2019";"In Office";"First Term";"60";"Male";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"5";"173";"15";"3";"0";"5";"16";"0";"0";"3";"6";"2";"8";"5";"2";"2";"0";"0";"6";"0";"4";"0";"0";"4";"2";"1";"4";"2";"7";"0";"0";"1";"11";"0";"1";"1";"0";"1";"7";"0";"2";"2";"0";"5";"0";"0";"2";"0";"0";"2";"2";"5";"0";"2";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Goddeti Madhavi";"Araku";"No";"83.80%";"40";"171";"0";"Andhra Pradesh";"Yuvajana Sramika Rythu Congress Party";"Elected";"23-05-2019";"In Office";"First Term";"31";"Female";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"6";"18";"9";"1";"0";"3";"3";"0";"0";"2";"7";"3";"3";"0";"7";"4";"1";"4";"3";"3";"0";"7";"0";"9";"8";"1";"4";"3";"3";"0";"1";"9";"11";"1";"9";"7";"0";"0";"3";"1";"3";"5";"4";"1";"0";"1";"0";"4";"2";"8";"1";"3";"3";"0";"0";"1";"4";"0";"1";"5";"7";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Godse Hemant Tukaram";"Nashik";"No";"86.67%";"10";"280";"0";"Maharashtra";"Shiv Sena";"Elected";"23-05-2019";"In Office";"Second Term";"53";"Male";"Diploma Course";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"4";"1";"0";"0";"0";"4";"1";"0";"6";"7";"2";"13";"6";"3";"7";"3";"5";"12";"3";"1";"0";"3";"10";"8";"5";"12";"6";"1";"5";"0";"4";"7";"3";"5";"6";"2";"1";"4";"2";"0";"5";"5";"15";"3";"3";"3";"9";"2";"9";"6";"12";"11";"0";"0";"2";"13";"1";"0";"7";"7";"7";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Gomati Sai";"Raigarh";"No";"89.57%";"14";"108";"0";"Chhattisgarh";"Bharatiya Janata Party";"Elected";"23-05-2019";"07-12-2023";"First Term";"45";"Female";"Inter/ Higher Secondary";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"4";"7";"2";"0";"0";"0";"1";"0";"0";"0";"9";"2";"2";"6";"2";"10";"2";"3";"4";"1";"4";"1";"0";"4";"3";"0";"2";"4";"1";"7";"0";"2";"4";"2";"0";"1";"0";"4";"2";"0";"0";"1";"1";"4";"1";"1";"0";"0";"3";"0";"2";"5";"1";"1";"0";"0";"2";"1";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Gopal Chinayya Shetty";"Mumbai-North";"No";"96.67%";"114";"298";"19";"Maharashtra";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"70";"Male";"Under Matric";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"35";"52";"9";"3";"2";"2";"7";"1";"0";"18";"13";"3";"1";"11";"25";"19";"1";"7";"3";"1";"7";"9";"1";"5";"24";"9";"4";"4";"4";"1";"0";"1";"8";"9";"6";"8";"4";"5";"5";"0";"6";"4";"2";"9";"1";"2";"12";"0";"0";"15";"5";"3";"3";"7";"0";"4";"0";"1";"0";"1";"2";"3";"2";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Gopal Jee Thakur";"Darbhanga";"No";"98.33%";"49";"182";"0";"Bihar";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"54";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"25";"19";"0";"0";"0";"1";"4";"0";"0";"2";"18";"0";"2";"14";"4";"4";"6";"4";"6";"0";"8";"3";"0";"5";"3";"0";"3";"10";"3";"0";"0";"0";"10";"1";"11";"3";"0";"0";"5";"1";"1";"3";"7";"9";"0";"4";"3";"0";"0";"2";"4";"4";"2";"3";"0";"0";"2";"0";"0";"7";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Gourav Gogoi";"Kaliabor";"No";"76.33%";"78";"245";"5";"Assam";"Indian National Congress";"Elected";"23-05-2019";"In Office";"Second Term";"41";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"14";"24";"21";"2";"0";"5";"6";"0";"3";"4";"21";"4";"2";"2";"23";"18";"4";"5";"1";"1";"4";"4";"0";"12";"6";"1";"11";"4";"3";"7";"0";"4";"9";"8";"9";"6";"0";"5";"8";"1";"1";"4";"6";"5";"1";"2";"0";"0";"3";"7";"4";"4";"2";"1";"0";"2";"0";"2";"0";"3";"0";"5";"3";"0";"2";"1";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"Gowdar Mallikarjunappa Siddeswara";"Davanagere";"No";"71.80%";"15";"336";"0";"Karnataka";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Fourth Term";"71";"Male";"Matric";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"3";"8";"0";"0";"0";"0";"4";"0";"0";"5";"9";"2";"7";"8";"12";"17";"7";"5";"11";"3";"6";"7";"2";"13";"13";"5";"12";"9";"9";"6";"0";"4";"8";"3";"12";"4";"1";"7";"8";"6";"9";"10";"6";"4";"4";"6";"2";"3";"7";"2";"2";"6";"7";"6";"0";"5";"6";"1";"2";"8";"5";"10";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Guharam Ajgalley";"Janjgir-Champa";"No";"96.40%";"7";"4";"0";"Chhattisgarh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"56";"Male";"Professional Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"2";"4";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Guman Singh Damor";"Ratlam";"No";"85.13%";"29";"117";"0";"Madhya Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"66";"Male";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"7";"13";"4";"0";"0";"0";"3";"0";"0";"5";"10";"0";"2";"7";"1";"1";"2";"2";"8";"0";"1";"2";"0";"11";"1";"1";"2";"5";"1";"1";"0";"7";"4";"1";"5";"0";"0";"4";"2";"0";"4";"2";"1";"3";"1";"0";"2";"0";"1";"2";"3";"1";"1";"0";"0";"2";"0";"0";"2";"2";"3";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Gurjeet Singh Aujla";"Amritsar";"No";"86.67%";"45";"110";"0";"Punjab";"Indian National Congress";"Elected";"23-05-2019";"In Office";"Second Term";"51";"Male";"Inter/ Higher Secondary";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"3";"25";"5";"0";"0";"2";"9";"1";"0";"1";"7";"0";"3";"4";"8";"4";"3";"1";"2";"1";"1";"1";"0";"5";"6";"2";"2";"5";"0";"1";"0";"1";"3";"6";"13";"4";"2";"1";"2";"1";"1";"3";"0";"2";"0";"2";"1";"0";"2";"3";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Gyaneshwar Patil";"Khandwa";"No";"85.33%";"2";"122";"0";"Madhya Pradesh";"Bharatiya Janata Party";"Elected";"17-11-2021";"In Office";"First Term";"55";"Male";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"2";"0";"0";"0";"0";"0";"0";"0";"5";"5";"2";"4";"3";"0";"5";"3";"1";"7";"0";"5";"4";"0";"5";"1";"1";"4";"2";"4";"0";"0";"2";"6";"1";"1";"7";"1";"2";"2";"1";"0";"1";"2";"1";"4";"2";"4";"1";"2";"4";"1";"5";"0";"0";"0";"1";"1";"0";"3";"2";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
"H. Vasanthakumar";"Kanniyakumari";"No";"86.67%";"40";"104";"2";"Tamil Nadu";"Indian National Congress";"Elected";"23-05-2019";"28-08-2020";"First Term";"73";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"8";"16";"5";"2";"0";"0";"8";"0";"0";"1";"5";"0";"4";"3";"4";"2";"2";"1";"3";"0";"3";"4";"0";"4";"5";"3";"4";"7";"2";"0";"0";"0";"0";"0";"2";"3";"1";"3";"4";"0";"2";"2";"0";"1";"0";"1";"1";"4";"2";"2";"2";"1";"1";"6";"1";"2";"1";"0";"0";"2";"2";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Haji Fazlur Rehman";"Saharanpur";"No";"57.60%";"29";"125";"0";"Uttar Pradesh";"Bahujan Samaj Party";"Elected";"23-05-2019";"In Office";"First Term";"72";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"2";"14";"3";"1";"0";"0";"7";"1";"0";"6";"16";"5";"2";"12";"7";"0";"2";"0";"0";"0";"5";"1";"1";"2";"8";"0";"5";"3";"5";"0";"0";"2";"8";"1";"2";"0";"0";"4";"0";"0";"2";"3";"1";"4";"0";"2";"1";"0";"0";"4";"4";"0";"2";"0";"0";"0";"2";"0";"0";"0";"1";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Hans Raj Hans";"North West Delhi";"No";"41.20%";"4";"15";"0";"Delhi";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"61";"Male";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"3";"0";"0";"0";"1";"0";"0";"0";"1";"2";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Hanumana Ram";"Nagaur";"No";"87.71%";"185";"249";"2";"Rajasthan";"Rashtriya Loktantrik Party";"Elected";"23-05-2019";"15-12-2023";"First Term";"51";"Male";"Professional Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"38";"53";"44";"4";"0";"10";"26";"1";"0";"6";"21";"0";"7";"13";"5";"11";"3";"1";"3";"1";"17";"5";"0";"21";"14";"8";"5";"6";"4";"3";"0";"1";"6";"3";"2";"2";"2";"3";"7";"0";"8";"1";"2";"4";"1";"0";"3";"3";"0";"6";"9";"1";"3";"3";"0";"0";"1";"8";"3";"6";"5";"1";"1";"0";"2";"0";"4";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0"
