"Date of introduction";"Bill title";"Current Status";"Date - Passage / Withdrawal /Lapsing";"link";"Representative"
"2019-07-12";"The Constitution (Amendment) Bill, 2019 (Substitution of new article for article 48A, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/571LS As Int....pdf?source=legislation";"Rajiv Pratap Rudy"
"2019-07-12";"The National Malnutrition Policy Commission Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/490LS As Int....pdf?source=legislation";"Nihalchand"
"2019-07-12";"The National Sports Development Commission Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/502LS As Int....pdf?source=legislation";"Nihalchand"
"2019-07-12";"The Designation of Islamic Republic of Pakistan as State Sponsor of Terrorism Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/618LS As Int....pdf?source=legislation";"Sanjay Jaiswal"
"2019-07-12";"The Companies (Amendment) Bill, 2019 (Amendment of section 135, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/493LS As Int....pdf?source=legislation";"Supriya Sule"
"2019-06-21";"The High Court at Patna (Establishment of a Permanent Bench at Maharajganj) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/309LS As Int....pdf?source=legislation";"Janardan Singh Sigriwal"
"2019-06-21";"The Population (Stabilization and Planning) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/351LS AS INTRO.pdf?source=legislation";"Sunil Kumar Singh"
"2019-06-21";"The Emblems and Names (Prevention of Improper Use) Amendment Bill, 2019 (Amendment of the Schedule)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/347LS AS INTRO.pdf?source=legislation";"Parvesh Sahib Singh Verma"
"2019-06-21";"The Constitution (Amendment) Bill, 2019 (Insertion of new article 370A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/311LS As Int....pdf?source=legislation";"Nishikant Dubey"
"2019-06-21";"The Constitution (Amendment) Bill, 2019 (Amendment of Eighth Schedule)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/306LS AS INTRO.pdf?source=legislation";"Janardan Singh Sigriwal"
"2019-06-21";"The Compulsory Voting Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/308LS As Int....pdf?source=legislation";"Janardan Singh Sigriwal"
"2019-06-21";"The Sabrimala Sreedharma Sastha Temple (Special Provisions) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/457LS As Int....pdf?source=legislation";"N.K.Premachandran"
"2019-06-21";"The Clinical Establishments (Registration and Regulation) Amendment Bill, 2019 (Amendment of section 12, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/321LS As Int....pdf?source=legislation";"Shrirang Appa Barne"
"2019-06-21";"The Agricultural Workers (Employment, Conditions of Service and Welfare) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/322LS As Int....pdf?source=legislation";"Adhir Ranjan Chowdhury"
"2019-06-21";"The Prohibition and Eradication of Ragging Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/325LS As Int....pdf?source=legislation";"Adhir Ranjan Chowdhury"
"2019-06-21";"The Prevetion of Female Infanticide Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/326LS As Int....pdf?source=legislation";"Adhir Ranjan Chowdhury"
"2019-06-21";"The Old Age Pension and Rehabilitation Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/323LS As Int....pdf?source=legislation";"Adhir Ranjan Chowdhury"
"2019-06-21";"The Mahatma Gandhi National Rural Employment Guarantee (Amendment) Bill, 2019 (Amendment of section 3, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/314LS As Int....pdf?source=legislation";"N.K.Premachandran"
"2019-06-21";"The Poor and Destitute Agricultural Workers (Welfare) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/307LS As Int....pdf?source=legislation";"Janardan Singh Sigriwal"
"2019-06-21";"The Tribal Children and Lactating Women in Jharkhand and other States (Removal of Hunger, Malnutrition and Prevention of Starvation Deaths) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/313LS As Int....pdf?source=legislation";"Nishikant Dubey"
"2019-06-21";"The Mega Projects (Timely Completion) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/301LS As Int....pdf?source=legislation";"Sunil Kumar Singh"
"2019-06-21";"The Victims of Natural Calamities (Rehabilitation and Financial Assistance) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/348LS AS INTRO.pdf?source=legislation";"Sunil Kumar Singh"
"2019-06-21";"The Bundelkhand Regiment Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/305LS As Int....pdf?source=legislation";"Pushpendra Singh Chandel"
"2019-06-21";"The Central Sanskrit University Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/303LS As Int....pdf?source=legislation";"Pushpendra Singh Chandel"
"2019-06-21";"The Cow Protection Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/312LS AS INTRO.pdf?source=legislation";"Nishikant Dubey"
"2019-06-21";"The Right of Children to Free and Compulsory Education (Amendment) Bill, 2019 (Amendment of section 2, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/310LS As Int....pdf?source=legislation";"Nishikant Dubey"
"2019-06-21";"The Promotion and Protection of Intangible Cultural Heritage Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/304LS As Int....pdf?source=legislation";"Pushpendra Singh Chandel"
"2019-06-21";"The Official Government Meetings and Functions (Prohibition on Serving Non-Vegetarian Food) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/352LS AS INTRO.pdf?source=legislation";"Parvesh Sahib Singh Verma"
"2019-06-21";"The Stray Cows (Protection and Control) Board Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/302LS As Int....pdf?source=legislation";"Pushpendra Singh Chandel"
"2019-06-21";"The Indian Penal Code (Amendment) Bill, 2019 (Substitution of new section for section 304A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/318LS As Int....pdf?source=legislation";"Shrirang Appa Barne"
"2019-06-21";"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2019 (Amendment of the Schedule)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/319LS As Int....pdf?source=legislation";"Shrirang Appa Barne"
"2019-06-21";"The Compulsory Physical Fitness of Children Through Sports in Schools and Development of Sports Infrastructure Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/425LS As Int....pdf?source=legislation";"Shrirang Appa Barne"
"2019-06-21";"The Employees' State Insurance (Amendment) Bill, 2019 (Amendment of section 1, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/317LS As Int....pdf?source=legislation";"N.K.Premachandran"
"2019-06-21";"The River (Conservation and Elimination of Pollution) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/349LS AS INTRO.pdf?source=legislation";"Sunil Kumar Singh"
"2019-06-21";"The Securitisation and Reconstruction of Financial Assets and Enforcement of Security Interest (Amendment) Bill, 2019 (Amendment of section 31)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/316LS As Int....pdf?source=legislation";"N.K.Premachandran"
