"Name";"Constituency";"Minister";"Attendance";"Debates";"Questions";"Private Member Bills";"State";"Party";"Nature of membership";"Start of Term";"End of Term";"No. of Term";"Age";"Gender";"Education";"Comment";"Lok Sabha";"Debates (Special Mention)";"Debates (Ls - Matters Under (Rule-377))";"Debates (Government Bills)";"Debates (Budget (General))";"Debates (Budget (Railways))";"Debates (Motion Of Thanks On The President'S Address)";"Debates (Submissions By Members)";"Debates (Ls - Motion To Consider Policy, Situation, Statement Or Any Other Matter (Rule- 191 & 342))";"Debates (Ls - Short Duration Discussions (Rule-193))";"Questions (Tribal Affairs)";"Questions (Finance)";"Questions (Health And Family Welfare)";"Questions (Corporate Affairs)";"Questions (Heavy Industries And Public Enterprises)";"Questions (Railways)";"Questions (Human Resource Development)";"Questions (Urban Development)";"Questions (Home Affairs)";"Questions (Agriculture)";"Questions (Civil Aviation)";"Questions (Prime Minister)";"Questions (Consumer Affairs, Food And Public Distribution)";"Questions (Environment And Forests)";"Questions (Labour And Employment)";"Questions (Defence)";"Questions (Power)";"Questions (Social Justice And Empowerment)";"Questions (Road Transport And Highways)";"Questions (Steel)";"Questions (Petroleum And Natural Gas)";"Questions (Minority Affairs)";"Questions (Communications And Information Technology)";"Questions (Rural Development)";"Questions (Commerce And Industry)";"Questions (Overseas Indian Affairs)";"Questions (External Affairs)";"Questions (Chemicals And Fertilizers)";"Questions (Law And Justice)";"Questions (Mines)";"Questions (Women And Child Development)";"Questions (New And Renewable Energy)";"Questions (Shipping)";"Questions (Tourism)";"Questions (Micro, Small And Medium Enterprises)";"Questions (Information And Broadcasting)";"Questions (Textiles)";"Questions (Water Resources)";"Questions (Culture)";"Questions (Youth Affairs And Sports)";"Questions (Coal)";"Questions (Housing And Urban Poverty Alleviation)";"Questions (Drinking Water And Sanitation)";"Questions (Development Of North Eastern Region)";"Questions (Earth Sciences)";"Questions (Panchayati Raj)";"Questions (Food Processing Industries)";"Questions (Statistics And Programme Implementation)";"Questions (Science And Technology)";"Debates (Private Members' Bills)";"Debates (Private Members' Resolutions)";"Debates (Government Resolutions)";"Debates (Ls - Calling Attention (Rule-197))";"Debates (Budget (States))";"Debates (Ls - Matters Of Urgent Public Importance (Rule-184))";"Debates (Statutory Resolutions)";"Debates (Felicitations)";"Debates (Adjournment Motion)";"Debates (Ls - Half-An-Hour Discussions (Rule-55))";"Questions (Parliamentary Affairs)";"Debates (Others)";"Debates (Clarification On The Statement By Minister)";"Questions (Planning)";"Debates (Ls - Explanation By Members (Rule-199))";"Questions (Housing And Urban Affairs)";"Questions (Water Resources, River Development And Ganga Rejuvenation)";"Questions (Agriculture And Farmers Welfare)";"Questions (Environment, Forests And Climate Change)";"Questions (Communications)";"Questions (Environment, Forest And Climate Change)";"Questions (Electronics And Information Technology)";"Questions (Ayush)";"Questions (Skill Development And Entrepreneurship)";"Questions (Skill Development, Entrepreneurship, Youth Affairs And Sports)";"Debates (Statutory Resolution And Government Bill)";"Questions (Personnel, Public Grievances And Pensions)";"Debates (Ls - No-Confidence Motion (Rule-198))";"Debates (Ls - Personal Explanation By Members (Rule-357))";"Questions (Atomic Energy)";"Debates (Motion Of Thanks On The President�S Address)";"Questions (Ports, Shipping And Waterways)";"Questions (Jal Shakti)";"Questions (Education)";"Questions (Cooperation)";"Questions (Fisheries, Animal Husbandry And Dairying)";"Questions (Statiscs And Programme Implementation)";"Debates (Discussion)";"Debates (Statement By Minister)";"Questions (Consumer Affairs)";"Questions (Micro)";"Questions (Heavy Industries)";"Questions (Space)";"Questions (Communication)"
"Abdul Khaleque";"Barpeta";"No";"92.00%";"68";"279";"8";"Assam";"Indian National Congress";"Elected";"23-05-2019";"In Office";"First Term";"53.0";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"29.0";"18.0";"7.0";"6.0";"0.0";"4.0";"0.0";"0.0";"1.0";"8.0";"8.0";"12.0";"3.0";"1.0";"14.0";"2.0";"0.0";"27.0";"0.0";"2.0";"2.0";"3.0";"0.0";"5.0";"4.0";"1.0";"4.0";"7.0";"2.0";"5.0";"12.0";"0.0";"3.0";"10.0";"0.0";"8.0";"0.0";"4.0";"0.0";"14.0";"0.0";"1.0";"6.0";"2.0";"3.0";"7.0";"0.0";"3.0";"2.0";"1.0";"0.0";"0.0";"12.0";"0.0";"3.0";"0.0";"2.0";"0.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"4.0";"0.0";"2.0";"0.0";"13.0";"0.0";"3.0";"12.0";"2.0";"6.0";"3.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"4.0";"20.0";"6.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Abhishek Banerjee";"Diamond Harbour";"No";"19.80%";"2";"84";"0";"West Bengal";"All India Trinamool Congress";"Elected";"23-05-2019";"In Office";"Second Term";"36.0";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"3.0";"4.0";"10.0";"1.0";"0.0";"3.0";"0.0";"0.0";"2.0";"0.0";"1.0";"1.0";"2.0";"0.0";"1.0";"1.0";"2.0";"2.0";"2.0";"0.0";"1.0";"2.0";"0.0";"3.0";"1.0";"0.0";"0.0";"0.0";"3.0";"1.0";"4.0";"0.0";"0.0";"1.0";"4.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"3.0";"1.0";"1.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"2.0";"0.0";"1.0";"0.0";"1.0";"2.0";"4.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"4.0";"5.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Abu Hasem Khan Choudhury";"Maldaha Dakshin";"No";"55.93%";"5";"12";"0";"West Bengal";"Indian National Congress";"Elected";"23-05-2019";"In Office";"Fourth Term";"86.0";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"5.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Abu Taher Khan";"Murshidabad";"No";"63.07%";"6";"4";"0";"West Bengal";"All India Trinamool Congress";"Elected";"23-05-2019";"In Office";"First Term";"62.0";"Male";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"3.0";"0.0";"0.0";"2.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Achyutananda Samanta";"Kandhamal";"No";"65.47%";"33";"169";"0";"Odisha";"Biju Janata Dal";"Elected";"23-05-2019";"In Office";"First Term";"60.0";"Male";"Doctorate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"10.0";"1.0";"8.0";"7.0";"0.0";"1.0";"0.0";"0.0";"5.0";"7.0";"5.0";"10.0";"0.0";"2.0";"13.0";"1.0";"0.0";"1.0";"0.0";"7.0";"0.0";"4.0";"0.0";"3.0";"5.0";"2.0";"4.0";"5.0";"0.0";"3.0";"1.0";"0.0";"4.0";"4.0";"0.0";"3.0";"3.0";"1.0";"0.0";"6.0";"2.0";"1.0";"6.0";"4.0";"1.0";"3.0";"0.0";"3.0";"3.0";"1.0";"0.0";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"5.0";"0.0";"6.0";"0.0";"4.0";"7.0";"2.0";"3.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"1.0";"4.0";"8.0";"1.0";"5.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Adala Prabhakara Reddy";"Nellore";"No";"55.73%";"2";"232";"0";"Andhra Pradesh";"Yuvajana Sramika Rythu Congress Party";"Elected";"23-05-2019";"In Office";"First Term";"75.0";"Male";"Inter/ Higher Secondary";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"3.0";"13.0";"10.0";"5.0";"10.0";"8.0";"3.0";"0.0";"4.0";"0.0";"13.0";"3.0";"7.0";"0.0";"5.0";"3.0";"1.0";"1.0";"3.0";"3.0";"8.0";"1.0";"0.0";"5.0";"6.0";"0.0";"0.0";"6.0";"4.0";"1.0";"3.0";"3.0";"0.0";"5.0";"4.0";"4.0";"5.0";"0.0";"2.0";"1.0";"4.0";"0.0";"0.0";"0.0";"2.0";"1.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"8.0";"0.0";"7.0";"0.0";"7.0";"9.0";"1.0";"11.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"5.0";"7.0";"8.0";"1.0";"5.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Adhikari Deepak (Dev)";"Ghatal";"No";"12.20%";"2";"106";"0";"West Bengal";"All India Trinamool Congress";"Elected";"23-05-2019";"In Office";"Second Term";"41.0";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"1.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"13.0";"7.0";"0.0";"0.0";"8.0";"2.0";"0.0";"5.0";"0.0";"3.0";"0.0";"5.0";"0.0";"5.0";"3.0";"1.0";"0.0";"1.0";"0.0";"4.0";"0.0";"0.0";"4.0";"6.0";"0.0";"2.0";"1.0";"1.0";"1.0";"2.0";"0.0";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"3.0";"0.0";"7.0";"0.0";"0.0";"5.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"8.0";"2.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Adhir Ranjan Chowdhury";"Baharampur";"No";"89.33%";"233";"69";"5";"West Bengal";"Indian National Congress";"Elected";"23-05-2019";"In Office";"Fifth Term";"67.0";"Male";"Under Matric";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"68.0";"8.0";"95.0";"14.0";"0.0";"6.0";"22.0";"0.0";"10.0";"0.0";"3.0";"5.0";"1.0";"0.0";"3.0";"3.0";"0.0";"5.0";"0.0";"0.0";"0.0";"0.0";"0.0";"3.0";"3.0";"1.0";"0.0";"0.0";"0.0";"3.0";"2.0";"0.0";"3.0";"1.0";"0.0";"2.0";"0.0";"5.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"2.0";"0.0";"0.0";"0.0";"0.0";"1.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"5.0";"1.0";"0.0";"0.0";"2.0";"0.0";"1.0";"0.0";"0.0";"3.0";"0.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"6.0";"3.0";"0.0";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Adoor Prakash";"Attingal";"No";"82.87%";"66";"388";"0";"Kerala";"Indian National Congress";"Elected";"23-05-2019";"In Office";"First Term";"68.0";"Male";"Professional Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"30.0";"22.0";"0.0";"9.0";"0.0";"4.0";"0.0";"0.0";"0.0";"1.0";"25.0";"40.0";"1.0";"1.0";"26.0";"5.0";"0.0";"26.0";"0.0";"13.0";"5.0";"8.0";"0.0";"12.0";"3.0";"3.0";"4.0";"14.0";"1.0";"11.0";"1.0";"0.0";"10.0";"5.0";"0.0";"11.0";"1.0";"11.0";"0.0";"6.0";"3.0";"2.0";"7.0";"3.0";"6.0";"1.0";"0.0";"0.0";"4.0";"0.0";"0.0";"0.0";"0.0";"5.0";"2.0";"0.0";"1.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"9.0";"0.0";"14.0";"0.0";"9.0";"21.0";"5.0";"5.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"3.0";"10.0";"16.0";"0.0";"14.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Afzal Ansari";"Ghazipur";"No";"69.82%";"3";"0";"0";"Uttar Pradesh";"Bahujan Samaj Party";"Elected";"23-05-2019";"In Office";"Second Term";"70.0";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Agatha K. Sangma";"Tura";"No";"71.60%";"20";"40";"0";"Meghalaya";"National Peoples Party";"Elected";"23-05-2019";"In Office";"Third Term";"43.0";"Female";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"4.0";"2.0";"4.0";"6.0";"0.0";"2.0";"0.0";"0.0";"2.0";"0.0";"0.0";"5.0";"0.0";"0.0";"0.0";"0.0";"0.0";"2.0";"0.0";"0.0";"0.0";"3.0";"0.0";"0.0";"1.0";"0.0";"0.0";"3.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"2.0";"2.0";"1.0";"1.0";"0.0";"0.0";"3.0";"0.0";"0.0";"2.0";"0.0";"0.0";"0.0";"2.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"2.0";"0.0";"0.0";"1.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"4.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Ajay Bhatt";"Nainital-Udhamsingh Nagar";"Yes";"98.60%";"48";"45";"3";"Uttarakhand";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"63.0";"Male";"Professional Graduate";"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"22.0";"6.0";"5.0";"11.0";"0.0";"1.0";"0.0";"0.0";"2.0";"0.0";"0.0";"6.0";"0.0";"1.0";"6.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1.0";"1.0";"6.0";"0.0";"2.0";"0.0";"0.0";"3.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"3.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"2.0";"0.0";"1.0";"0.0";"0.0";"2.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Ajay Kumar Mandal";"Bhagalpur";"No";"41.27%";"25";"226";"0";"Bihar";"Janata Dal (United)";"Elected";"23-05-2019";"In Office";"First Term";"53.0";"Male";"Under Matric";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"22.0";"2.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"5.0";"22.0";"0.0";"0.0";"18.0";"0.0";"0.0";"0.0";"0.0";"2.0";"0.0";"6.0";"0.0";"6.0";"1.0";"7.0";"6.0";"10.0";"0.0";"6.0";"0.0";"0.0";"12.0";"3.0";"0.0";"0.0";"3.0";"0.0";"1.0";"13.0";"1.0";"0.0";"6.0";"2.0";"0.0";"5.0";"0.0";"4.0";"3.0";"5.0";"0.0";"0.0";"0.0";"1.0";"2.0";"3.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"2.0";"0.0";"9.0";"0.0";"6.0";"0.0";"1.0";"12.0";"3.0";"6.0";"3.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"10.0";"14.0";"0.0";"7.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Ajay Misra Teni";"Kheri";"Yes";"94.40%";"56";"160";"4";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"63.0";"Male";"Professional Graduate";"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"8.0";"19.0";"9.0";"14.0";"0.0";"2.0";"1.0";"0.0";"0.0";"1.0";"10.0";"20.0";"0.0";"0.0";"16.0";"11.0";"0.0";"4.0";"0.0";"2.0";"0.0";"2.0";"0.0";"4.0";"3.0";"0.0";"0.0";"3.0";"0.0";"5.0";"0.0";"0.0";"3.0";"6.0";"0.0";"5.0";"1.0";"2.0";"0.0";"1.0";"0.0";"0.0";"2.0";"4.0";"1.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"7.0";"0.0";"14.0";"0.0";"5.0";"5.0";"2.0";"6.0";"3.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"6.0";"1.0";"0.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Ajay Nishad";"Muzaffarpur";"No";"94.00%";"34";"184";"0";"Bihar";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"57.0";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"12.0";"21.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"2.0";"5.0";"15.0";"1.0";"1.0";"5.0";"4.0";"0.0";"2.0";"0.0";"8.0";"2.0";"4.0";"0.0";"6.0";"1.0";"4.0";"1.0";"2.0";"5.0";"4.0";"3.0";"0.0";"5.0";"9.0";"0.0";"1.0";"5.0";"5.0";"0.0";"5.0";"3.0";"0.0";"5.0";"8.0";"0.0";"3.0";"0.0";"2.0";"6.0";"5.0";"0.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"12.0";"0.0";"3.0";"8.0";"2.0";"3.0";"3.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"2.0";"7.0";"0.0";"3.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Ajay Singh Dharmendra Deol";"Gurdaspur";"No";"14.27%";"0";"4";"0";"Punjab";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"66.0";"Male";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Ajay Tamta";"Almora";"No";"89.53%";"14";"9";"0";"Uttarakhand";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"51.0";"Male";"Inter/ Higher Secondary";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"3.0";"0.0";"0.0";"11.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Akhilesh Yadav";"Azamgarh";"No";"30.87%";"5";"0";"0";"Uttar Pradesh";"Samajwadi Party";"Elected";"23-05-2019";"22-03-2022";"Fourth Term";"50.0";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0.0";"0.0";"2.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
